Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Category,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/08/2026,Normal,Karonga,KA0208,Lwezga Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,45,45,66,0,-,0,0
01/08/2026,Normal,Karonga,KA0208,Lwezga Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,150,50,17,100,-,0,0
01/08/2026,Normal,Karonga,KA0208,Lwezga Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,2,-,0,0
01/08/2026,Normal,Karonga,KA0208,Lwezga Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,8,-,0,0
01/08/2026,Normal,Karonga,KA0208,Lwezga Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/08/2026,Normal,Karonga,KA0208,Lwezga Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,200,0,120,200,-,0,0
01/08/2026,Normal,Karonga,KA0208,Lwezga Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,0,0,100,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,10,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,3,2,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,2,12,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,6,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,0,5,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,2,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,8,4,8,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,25,20,14,40,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,185,60,70,145,-,0,-10
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,16,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF0071,"Zidovudine/Lamivudine (AZT/3TC), 60/30mg, pack of 60 dispersible tablets",ART,Bottle,0,0,0,9,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,2,24,23,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,200,3,37,501,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,24,8,26,-,0,0
01/08/2026,Normal,Nkhata bay,NB0312,Lwazi Health Centre,CHAM,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,20,3,5,46,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,15,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,15,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,0,34,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF0570,"Atazanavir/Ritonavir (ATV/r), 300/100mg, pack of 30 tablets",ART,Bottle,0,0,0,5,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,6,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,0,18,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,24,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,80,20,10,62,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,225,86,98,190,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,5,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,8,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,100,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,400,200,167,400,-,0,-200
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,100,50,50,250,-,0,0
01/08/2026,Normal,Mzimba North,MZN0560,Luzi Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,7,40,-,0,-20
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,25,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,27,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,0,21,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,11,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,5,5,38,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,10,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,1,18,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,60,32,36,28,-,10,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,200,73,57,233,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,5,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,75,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,400,100,67,600,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,100,50,700,-,0,0
01/08/2026,Normal,Rumphi,RU0409,Luwuchi Health Centre,CHAM,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,0,20,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,7,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,69,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,10,4,50,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0570,"Atazanavir/Ritonavir (ATV/r), 300/100mg, pack of 30 tablets",ART,Bottle,0,0,0,4,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,7,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,10,25,12,41,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,6,4,7,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,285,0,24,325,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,135,48,47,87,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,400,156,177,"1,217",-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF5278,"Tenofovir Disoproxil Fumarate/Lamivudine/Efavirenz (TDF/3TC /EFV), 300/300/400mg, pack of 30 tablets (5A)",ART,Bottle,0,4,2,6,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,6,13,0,-,20,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0071,"Zidovudine/Lamivudine (AZT/3TC), 60/30mg, pack of 60 dispersible tablets",ART,Bottle,0,0,0,6,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,25,9,75,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,500,400,400,400,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,400,125,42,300,-,0,0
01/08/2026,Normal,Mzimba South,MZS0520,Luwelezi Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,7,20,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,2,5,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,8,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,0,39,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,12,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,0,5,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,38,20,16,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,150,59,42,96,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,2,4,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,5,-,0,5
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,25,17,125,-,0,25
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,100,100,34,400,-,0,100
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,0,34,350,-,0,0
01/08/2026,Normal,Mzimba South,MZS0545,Luwawa Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,45,0,-,20,20
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,20,-,0,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,1,6,-,0,-3
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,7,0,-,30,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,10,-,0,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,4,17,-,0,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,1,20,-,0,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,7,10,-,0,10
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,45,15,25,30,-,0,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,150,45,44,169,-,0,30
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,8,0,2,8,-,0,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,16,-,0,16
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,25,9,25,-,0,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,200,100,134,300,-,0,0
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,100,100,50,250,-,0,-100
01/08/2026,Normal,Neno,NE3704,Luwani Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,20,0,7,20,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,95,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,6,2,25,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,5,14,21,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,64,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,1,1,70,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,1,4,7,-,0,3
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,1,1,19,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,100,100,85,0,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,300,120,54,288,-,0,36
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,12,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,28,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,300,100,134,300,-,0,0
01/08/2026,Normal,Mangochi,MH2513,Luwalika Health Centre,CHAM,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,7,40,-,0,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,20,-,0,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,1,7,-,0,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,6,0,0,6,-,11,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,2,0,0,2,-,11,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,1,21,-,0,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF0063,"Efavirenz (EFV), 600mg pack of 30 tablets",ART,Bottle,4,0,0,4,-,11,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,4,3,2,-,0,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,4,3,9,-,0,0
01/08/2026,Normal,Mzimba North,MZN0519,Luvwere Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,100,10,10,155,-,0,0
