Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Category,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,5,3,27,-,0,0
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,0,10,-,0,0
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,10,15,43,-,0,0
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,26,16,33,-,0,48
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,4,-,0,0
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,20,-,0,0
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,25,16,0,-,6,0
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,200,351,0,-,16,200
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,25,14,25,-,3,50
01/06/2026,Normal,Mchinji,MC1619,Mphelero Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,13,0,-,6,20
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,5,9,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,10,10,50,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,24,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,0,85,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,10,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,4,2,5,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,31,36,24,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,120,144,376,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,8,4,0,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,6,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,200,250,400,-,0,-600
01/06/2026,Normal,Dedza,DZ1721,Mphathi Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,100,50,0,-,0,0
