Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/06/2026,Normal,Kasungu,KU1032,St. Andrews Health Centre,CHAM Hospital,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,70,35,210,-,0,0
01/06/2026,Normal,Kasungu,KU1032,St. Andrews Health Centre,CHAM Hospital,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,55,40,10,-,0,0
01/06/2026,Normal,Kasungu,KU1032,St. Andrews Health Centre,CHAM Hospital,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,95,-,0,0
01/06/2026,Normal,Kasungu,KU1032,St. Andrews Health Centre,CHAM Hospital,CHAM,FP003800,Male condoms,Each,"15,552","12,960","10,584","4,896",-,0,"2,160"
01/06/2026,Normal,Kasungu,KU1032,St. Andrews Health Centre,CHAM Hospital,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,404,202,0,-,0,0
01/06/2026,Normal,Kasungu,KU1032,St. Andrews Health Centre,CHAM Hospital,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,750,375,120,-,0,0
01/06/2026,Normal,Kasungu,KU1032,St. Andrews Health Centre,CHAM Hospital,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,714,378,840,-,0,0
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,BB010800,"Calcium gluconate 10%, 10ml",Each,0,0,0,40,-,0,0
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,30,58,50,-,0,70
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,43,-,0,0
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP002401,"Hormonal Intrauterine device (H-IUD), 5 years e.g Lilleta",Each,0,0,0,10,-,0,10
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,172,-,0,172
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,43,42,52,-,0,50
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,19,10,120,-,0,139
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,2,0,-,30,0
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,25,0,-,30,0
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"34,560","27,792","32,544",-,0,"-82,944"
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,60,240,380,-,0,400
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,250,400,-,20,400
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,21,45,-,0,0
01/06/2026,Normal,Blantyre,BT2921,South Lunzu Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,252,362,42,-,0,42
01/06/2026,Normal,Nsanje,NJ3412,Sorgin Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,36,-,0,0
01/06/2026,Normal,Nsanje,NJ3412,Sorgin Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,89,127,0,-,18,0
01/06/2026,Normal,Nsanje,NJ3412,Sorgin Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,30,25,20,-,0,40
01/06/2026,Normal,Nsanje,NJ3412,Sorgin Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,200,260,820,-,0,0
01/06/2026,Normal,Nsanje,NJ3412,Sorgin Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,100,50,50,-,0,0
01/06/2026,Normal,Nsanje,NJ3412,Sorgin Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"25,200","24,943","13,104",-,0,0
01/06/2026,Normal,Nsanje,NJ3412,Sorgin Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,200","1,000",0,-,0,400
01/06/2026,Normal,Nsanje,NJ3412,Sorgin Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,0,210,0,-,30,0
01/06/2026,Normal,Mangochi,MH2579,Somba Clinic,Clinic,Private,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,3,2,12,-,0,0
01/06/2026,Normal,Mangochi,MH2579,Somba Clinic,Clinic,Private,FP002400,Copper containing IUCD (Copper T®),Set,0,0,5,92,-,0,0
01/06/2026,Normal,Mangochi,MH2579,Somba Clinic,Clinic,Private,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,8,10,0,-,1,0
01/06/2026,Normal,Mangochi,MH2579,Somba Clinic,Clinic,Private,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,10,20,20,-,0,0
01/06/2026,Normal,Mangochi,MH2579,Somba Clinic,Clinic,Private,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,20,10,140,-,0,0
01/06/2026,Normal,Mangochi,MH2579,Somba Clinic,Clinic,Private,FP003800,Male condoms,Each,0,"19,440","13,680","17,136",-,0,0
01/06/2026,Normal,Mangochi,MH2579,Somba Clinic,Clinic,Private,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,300,305,173,-,0,0
01/06/2026,Normal,Mangochi,MH2579,Somba Clinic,Clinic,Private,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,284,267,0,-,0,0
01/06/2026,Normal,Blantyre,BT2977,Soche SDA Dispensary,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,1,-,0,0
01/06/2026,Normal,Blantyre,BT2977,Soche SDA Dispensary,CHAM,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,1,-,0,1
01/06/2026,Normal,Blantyre,BT2977,Soche SDA Dispensary,CHAM,CHAM,FP003800,Male condoms,Each,0,160,80,"5,472",-,0,-416
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,BB048950,"Magnesium Sulphate, 20%, Injection, Ampoule of 2ml, Subcutaneous",Each,0,0,0,20,-,0,0
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,52,-,0,0
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,15,10,135,-,0,0
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,15,12,35,-,0,0
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,15,12,5,-,0,0
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,5,2,45,-,0,50
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"6,912","5,424",0,-,0,0
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,346",906,"1,016",-,0,"-3,000"
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,45,30,375,-,15,420
01/06/2026,Normal,Blantyre,BT2920,Soche Maternity Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,75,143,0,-,21,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,BB010800,"Calcium gluconate 10%, 10ml",Each,0,0,0,5,-,0,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,BB048950,"Magnesium Sulphate, 20%, Injection, Ampoule of 2ml, Subcutaneous",Each,0,0,0,5,-,0,5
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,ST062500,Female Condoms,Piece,0,0,0,100,-,0,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,3,2,26,-,0,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,50,-,0,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,0,7,-,0,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"2,880","3,384","1,584",-,0,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,122,391,0,-,0,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,100,0,-,30,0
01/06/2026,Normal,Mangochi,MH2559,Sister Martha Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,84,116,63,-,0,0
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,20,0,0,80,-,0,0
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,10,5,23,-,0,0
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,20,70,0,-,20,0
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,10,11,178,-,0,0
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,20,-,0,0
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,10,5,20,-,0,0
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"5,616","3,744",288,-,0,"2,592"
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,112,76,20,-,0,40
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,40,114,24,-,0,64
01/06/2026,Normal,Mangochi,MH2552,Sinyala Dispensary,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,162,116,630,-,0,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,HH000104,"Delivery Drape, Calibrated",Each,0,0,0,300,-,0,300
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,400,-,0,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,5,3,0,-,0,-5
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,5,3,0,-,0,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,40,30,145,-,0,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,30,29,0,-,14,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,20,43,0,-,14,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,20,19,0,-,14,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"15,552","12,240","12,168","17,856",-,0,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,500,400,178,-,0,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,"1,543",0,-,30,0
01/06/2026,Normal,Kasungu,KU1015,Simlemba Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,552,385,158,-,0,0
01/06/2026,Normal,Ntcheu,NU1830,Sharpe Valley Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,3,8,0,-,30,0
01/06/2026,Normal,Ntcheu,NU1830,Sharpe Valley Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,26,32,84,-,0,0
01/06/2026,Normal,Ntcheu,NU1830,Sharpe Valley Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"6,480","6,336","12,528",-,0,0
01/06/2026,Normal,Ntcheu,NU1830,Sharpe Valley Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,340,330,"5,973",-,0,50
01/06/2026,Normal,Ntcheu,NU1830,Sharpe Valley Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,40,210,839,-,0,0
01/06/2026,Normal,Ntcheu,NU1830,Sharpe Valley Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,0,171,0,-,30,0
01/06/2026,Normal,Ntcheu,NU1829,Senzani Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,20,20,173,-,0,0
01/06/2026,Normal,Ntcheu,NU1829,Senzani Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,1,3,-,0,0
01/06/2026,Normal,Ntcheu,NU1829,Senzani Health Centre,CHAM,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,9,5,20,-,0,0
01/06/2026,Normal,Ntcheu,NU1829,Senzani Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,0,"38,880",0,-,30,0
01/06/2026,Normal,Ntcheu,NU1829,Senzani Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,440,331,"1,100",-,0,0
01/06/2026,Normal,Ntcheu,NU1829,Senzani Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,215",860,385,-,0,0
01/06/2026,Normal,Ntcheu,NU1829,Senzani Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,0,56,0,-,30,0
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,HH000104,"Delivery Drape, Calibrated",Each,0,0,3,0,-,30,0
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,10,5,10,-,0,0
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,4,-,0,4
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,5,-,0,0
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,80,-,10,80
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,1,8,-,0,0
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,520,-,0,520
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,FP003800,Male condoms,Each,0,"7,632","7,848","30,240",-,0,0
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,250,125,976,-,0,0
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,0,615,-,0,0
01/06/2026,Normal,Salima,SA1426,Senga Bay Baptist Medical Clinic,CHAM Hospital,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,196,175,756,-,0,154
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,20,0,0,30,-,16,10
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,100,-,0,100
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,8,9,60,-,0,0
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,7,-,0,7
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,3,7,91,-,0,0
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,73,107,49,-,0,0
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"5,184","9,792","10,368","10,080",-,0,0
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,102,617,0,-,10,20
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,402,278,639,-,0,0
01/06/2026,Normal,Kasungu,KU1014,Santhe Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,108,299,42,-,0,0
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,20,-,0,0
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,20,36,-,0,0
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,20,12,0,-,4,0
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,10,5,40,-,0,0
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,60,176,240,-,0,0
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,30,-,0,30
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"36,576","37,359",0,-,8,0
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,600,723,200,-,0,0
01/06/2026,Normal,Nsanje,NJ3411,Sankhulani Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,280,313,812,-,0,0
01/06/2026,Normal,Karonga,KA0212,Sangiro Health Centre,CHAM,CHAM,ST062500,Female Condoms,Piece,0,0,0,3,-,0,0
01/06/2026,Normal,Karonga,KA0212,Sangiro Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,4,5,9,-,0,0
01/06/2026,Normal,Karonga,KA0212,Sangiro Health Centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,10,5,20,-,0,0
01/06/2026,Normal,Karonga,KA0212,Sangiro Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,8,5,78,-,0,0
01/06/2026,Normal,Karonga,KA0212,Sangiro Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"1,152","1,224",0,-,0,0
01/06/2026,Normal,Karonga,KA0212,Sangiro Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,100,50,25,-,0,0
01/06/2026,Normal,Karonga,KA0212,Sangiro Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,70,35,0,-,0,70
