Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/06/2026,Normal,Dowa,DA1346,Wandikweza Health Centre,Health Centre,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,42,105,762,-,0,509
01/06/2026,Normal,Nkhata bay,NB0325,Vizara Plantation Clinic,Clinic,Private,ST062500,Female Condoms,Piece,0,0,0,433,-,0,0
01/06/2026,Normal,Nkhata bay,NB0325,Vizara Plantation Clinic,Clinic,Private,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,1,4,31,-,0,0
01/06/2026,Normal,Nkhata bay,NB0325,Vizara Plantation Clinic,Clinic,Private,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,2,57,-,0,0
01/06/2026,Normal,Nkhata bay,NB0325,Vizara Plantation Clinic,Clinic,Private,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,10,-,0,0
01/06/2026,Normal,Nkhata bay,NB0325,Vizara Plantation Clinic,Clinic,Private,FP003800,Male condoms,Each,0,"2,334","1,714","2,304",-,0,894
01/06/2026,Normal,Nkhata bay,NB0325,Vizara Plantation Clinic,Clinic,Private,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,71,60,0,-,1,0
01/06/2026,Normal,Nkhata bay,NB0325,Vizara Plantation Clinic,Clinic,Private,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,71,45,158,-,0,-36
01/06/2026,Normal,Nkhata bay,NB0325,Vizara Plantation Clinic,Clinic,Private,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,12,21,144,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,11,6,0,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,10,8,15,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"3,456","3,384",576,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,270,218,160,-,0,0
01/06/2026,Normal,Mzimba South,MZS6012,Vibangalala Dispensary,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,207,240,0,-,0,0
01/06/2026,Normal,Balaka,BLK3610,Utale 2 Health centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,0,20,-,0,0
01/06/2026,Normal,Balaka,BLK3610,Utale 2 Health centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,20,-,0,0
01/06/2026,Normal,Balaka,BLK3610,Utale 2 Health centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,60,30,40,-,0,100
01/06/2026,Normal,Balaka,BLK3610,Utale 2 Health centre,CHAM,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,50,-,0,0
01/06/2026,Normal,Balaka,BLK3610,Utale 2 Health centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"4,032","3,384","1,296",-,0,0
01/06/2026,Normal,Balaka,BLK3610,Utale 2 Health centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,70,0,-,30,0
01/06/2026,Normal,Balaka,BLK3610,Utale 2 Health centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,565,383,600,-,0,600
01/06/2026,Normal,Balaka,BLK3609,Utale 1 Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,15,53,-,0,0
01/06/2026,Normal,Balaka,BLK3609,Utale 1 Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"4,032","3,636","2,160",-,0,4
01/06/2026,Normal,Balaka,BLK3609,Utale 1 Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,100,150,0,-,20,100
01/06/2026,Normal,Balaka,BLK3609,Utale 1 Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,400,"6,000",0,-,29,400
01/06/2026,Normal,Balaka,BLK3609,Utale 1 Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,0,34,0,-,30,0
01/06/2026,Normal,Nkhata bay,NB0319,Usisya Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,30,35,30,-,0,0
01/06/2026,Normal,Nkhata bay,NB0319,Usisya Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,17,-,0,0
01/06/2026,Normal,Nkhata bay,NB0319,Usisya Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,18,-,0,0
01/06/2026,Normal,Nkhata bay,NB0319,Usisya Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,8,20,-,0,0
01/06/2026,Normal,Nkhata bay,NB0319,Usisya Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,0,0,"8,928",-,0,0
01/06/2026,Normal,Nkhata bay,NB0319,Usisya Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,5,0,-,30,0
01/06/2026,Normal,Nkhata bay,NB0319,Usisya Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,100,400,-,0,0
01/06/2026,Normal,Nkhata bay,NB0319,Usisya Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,0,66,0,-,30,0
01/06/2026,Normal,Balaka,BLK3608,Ulongwe Health Centre,CHAM,CHAM,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,0,10,70,-,0,0
01/06/2026,Normal,Balaka,BLK3608,Ulongwe Health Centre,CHAM,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,25,3,-,0,0
01/06/2026,Normal,Balaka,BLK3608,Ulongwe Health Centre,CHAM,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,16,0,-,30,0
01/06/2026,Normal,Balaka,BLK3608,Ulongwe Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,80,85,"1,257",-,0,-594
01/06/2026,Normal,Balaka,BLK3608,Ulongwe Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"10,080","5,040","5,472",-,0,0
01/06/2026,Normal,Balaka,BLK3608,Ulongwe Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,150,295,-,0,0
01/06/2026,Normal,Balaka,BLK3608,Ulongwe Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,400,900,190,-,0,200
01/06/2026,Normal,Balaka,BLK3608,Ulongwe Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,14,21,73,-,0,0
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,15,10,-,13,10
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,20,-,0,0
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,0,0,0,1,-,0,1
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,8,4,5,-,0,0
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,3,2,105,-,0,0
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,144,"2,520",288,-,0,0
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,295,20,-,0,0
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,000","1,015",0,-,0,-400
01/06/2026,Normal,Lilongwe,LL1542,Ukwe Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,51,26,186,-,0,237
01/06/2026,Normal,Mwanza,MN3803,Tulonkhondo Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,10,86,-,0,0
01/06/2026,Normal,Mwanza,MN3803,Tulonkhondo Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,160,-,0,0
01/06/2026,Normal,Mwanza,MN3803,Tulonkhondo Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,175,870,-,0,0
01/06/2026,Normal,Mwanza,MN3803,Tulonkhondo Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,51,-,0,0
01/06/2026,Normal,Mwanza,MN3803,Tulonkhondo Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,0,"2,592",288,-,0,0
01/06/2026,Normal,Mwanza,MN3803,Tulonkhondo Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,251,70,-,0,0
01/06/2026,Normal,Mwanza,MN3803,Tulonkhondo Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,100,0,-,30,0
01/06/2026,Normal,Mwanza,MN3803,Tulonkhondo Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,0,76,"1,567",-,0,0
01/06/2026,Normal,Nkhata bay,NB0333,Tukombo Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,150,-,0,0
01/06/2026,Normal,Nkhata bay,NB0333,Tukombo Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,12,8,24,-,0,0
01/06/2026,Normal,Nkhata bay,NB0333,Tukombo Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,20,10,130,-,0,0
01/06/2026,Normal,Nkhata bay,NB0333,Tukombo Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,10,23,0,-,20,0
01/06/2026,Normal,Nkhata bay,NB0333,Tukombo Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"11,520","11,160","3,312",-,0,0
01/06/2026,Normal,Nkhata bay,NB0333,Tukombo Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,150,140,130,-,0,0
01/06/2026,Normal,Nkhata bay,NB0333,Tukombo Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,125,103,475,-,0,0
01/06/2026,Normal,Nkhata bay,NB0333,Tukombo Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,15,23,8,-,0,0
01/06/2026,Normal,Dedza,DZ1724,Tsoyo Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,4,2,0,-,0,0
01/06/2026,Normal,Dedza,DZ1724,Tsoyo Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,450,-,0,0
01/06/2026,Normal,Dedza,DZ1724,Tsoyo Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,10,20,-,0,20
01/06/2026,Normal,Dedza,DZ1724,Tsoyo Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,5,0,-,30,0
01/06/2026,Normal,Dedza,DZ1724,Tsoyo Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,0,400,-,25,0
01/06/2026,Normal,Dedza,DZ1724,Tsoyo Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"2,016","3,744","13,104",-,0,0
01/06/2026,Normal,Dedza,DZ1724,Tsoyo Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,78,0,-,30,0
01/06/2026,Normal,Dedza,DZ1724,Tsoyo Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,0,63,0,-,30,0
01/06/2026,Normal,Ntcheu,NU1831,Tsangano Health Centre,CHAM,CHAM,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,10,-,0,0
01/06/2026,Normal,Ntcheu,NU1831,Tsangano Health Centre,CHAM,CHAM,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,75,15,8,60,-,0,0
01/06/2026,Normal,Ntcheu,NU1831,Tsangano Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,"5,164","7,766","53,713",-,0,0
01/06/2026,Normal,Ntcheu,NU1831,Tsangano Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,115,83,360,-,0,0
01/06/2026,Normal,Ntcheu,NU1831,Tsangano Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,300,250,570,-,0,0
01/06/2026,Normal,Ntcheu,NU1831,Tsangano Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,198,120,123,-,0,0
01/06/2026,Normal,Nsanje,NJ3424,Trinity Hospital,CHAM Hospital,CHAM,ST062500,Female Condoms,Piece,0,10,15,0,-,20,0
01/06/2026,Normal,Nsanje,NJ3424,Trinity Hospital,CHAM Hospital,CHAM,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,0,8,0,-,30,0
01/06/2026,Normal,Nsanje,NJ3424,Trinity Hospital,CHAM Hospital,CHAM,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,10,20,-,0,10
01/06/2026,Normal,Nsanje,NJ3424,Trinity Hospital,CHAM Hospital,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,6,46,0,-,0,0
01/06/2026,Normal,Nsanje,NJ3424,Trinity Hospital,CHAM Hospital,CHAM,FP003800,Male condoms,Each,0,0,144,0,-,30,0
01/06/2026,Normal,Nsanje,NJ3424,Trinity Hospital,CHAM Hospital,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,170,20,-,0,0
01/06/2026,Normal,Nsanje,NJ3424,Trinity Hospital,CHAM Hospital,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,100,200,0,-,0,0
01/06/2026,Normal,Mchinji,MC011635,Tongozara Health Post,health Post,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,23,0,-,30,0
01/06/2026,Normal,Mchinji,MC011635,Tongozara Health Post,health Post,Government of Malawi,FP003800,Male condoms,Each,0,"2,080","1,976","2,304",-,0,0
01/06/2026,Normal,Mchinji,MC011635,Tongozara Health Post,health Post,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,180,100,300,-,0,0
01/06/2026,Normal,Mchinji,MC011635,Tongozara Health Post,health Post,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,100,100,254,-,0,0
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,BB010800,"Calcium gluconate 10%, 10ml",Each,0,0,1,3,-,0,0
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,700,170,484,700,-,0,0
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,45,58,"2,052",-,0,0
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,45,23,65,-,0,67
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,ST062500,Female Condoms,Piece,0,100,850,"2,271",-,0,0
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP002402,"Hormonal Intrauterine device (H-IUD), 6 years e.g Avibela/Mirena",Set,200,20,20,255,-,0,-15
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,353,55,73,396,-,0,-7
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,240,90,105,960,-,0,-160
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,410,403,"1,150",-,0,0
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,20,20,83,-,0,0
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP003800,Male condoms,Each,0,"146,736","168,620","170,928",-,0,"139,968"
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,"6,420","3,580","4,010","4,720",-,0,"-1,400"
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,"6,290","2,900","2,650","5,790",-,0,"-1,600"
01/06/2026,Normal,Thyolo,TO3121,Thyolo DHO Pharmacy,District Health Office,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,"1,719","1,218","1,827","2,307",-,0,-546
01/06/2026,Normal,Mzimba North,MZN0568,Thunduwike Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,18,14,10,-,0,0
01/06/2026,Normal,Mzimba North,MZN0568,Thunduwike Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,20,10,110,-,0,0
01/06/2026,Normal,Mzimba North,MZN0568,Thunduwike Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,0,4,16,-,0,0
01/06/2026,Normal,Mzimba North,MZN0568,Thunduwike Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,0,"9,504","9,792","10,656",-,0,0
01/06/2026,Normal,Mzimba North,MZN0568,Thunduwike Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,415,350,25,-,0,0
01/06/2026,Normal,Mzimba North,MZN0568,Thunduwike Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,45,-,0,0
01/06/2026,Normal,Mzimba North,MZN0568,Thunduwike Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,12,42,0,-,0,0
01/06/2026,Normal,Chiradzulu,CZ2812,Thumbwe Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,30,-,0,0
01/06/2026,Normal,Chiradzulu,CZ2812,Thumbwe Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,99,-,0,0
01/06/2026,Normal,Chiradzulu,CZ2812,Thumbwe Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,35,38,28,-,0,0
01/06/2026,Normal,Chiradzulu,CZ2812,Thumbwe Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,29,0,-,30,0
